algorithm_name,exp_time,data_name,data_type,data_shape,actual_ratio,psnr,ssim,compression_time_seconds,decompression_time_seconds,original_data_path,decompressed_data_path,config_path
SCI,_20240328_151329.000,brain-64_128-64_128-192_256,HiPCT-brain,"64,64,64,1",1013.2613636363636,26.610092181341084,0.9515234138412463,192.97668433189392,0.017705202102661133,dataset/brain/64x64x64/brain-64_128-64_128-192_256.tif,/home/tew/src/moeinc/outputs/SingleExp_20240328_151329.000/checkpoints/steps_10000/decompressed/brain-64_128-64_128-192_256_decompressed.tif,/home/tew/src/moeinc/config/test.yaml
SCI,_20240328_151329.000,brain-64_128-64_128-192_256,HiPCT-brain,"64,64,64,1",1013.2613636363636,28.5861339826838,0.9564042744951942,385.5068395137787,0.01764988899230957,dataset/brain/64x64x64/brain-64_128-64_128-192_256.tif,/home/tew/src/moeinc/outputs/SingleExp_20240328_151329.000/checkpoints/steps_20000/decompressed/brain-64_128-64_128-192_256_decompressed.tif,/home/tew/src/moeinc/config/test.yaml
SCI,_20240328_151329.000,brain-64_128-64_128-192_256,HiPCT-brain,"64,64,64,1",1013.2613636363636,30.733069248399467,0.9595540760874117,578.358167886734,0.017662525177001953,dataset/brain/64x64x64/brain-64_128-64_128-192_256.tif,/home/tew/src/moeinc/outputs/SingleExp_20240328_151329.000/checkpoints/steps_30000/decompressed/brain-64_128-64_128-192_256_decompressed.tif,/home/tew/src/moeinc/config/test.yaml
SCI,_20240328_151329.000,brain-64_128-64_128-192_256,HiPCT-brain,"64,64,64,1",1013.2613636363636,32.500064619053305,0.9611413215081877,770.6731517314911,0.01768970489501953,dataset/brain/64x64x64/brain-64_128-64_128-192_256.tif,/home/tew/src/moeinc/outputs/SingleExp_20240328_151329.000/checkpoints/steps_40000/decompressed/brain-64_128-64_128-192_256_decompressed.tif,/home/tew/src/moeinc/config/test.yaml
SCI,_20240328_151329.000,brain-64_128-64_128-192_256,HiPCT-brain,"64,64,64,1",1013.2613636363636,32.8680367443867,0.9614094876685163,963.4179379940033,0.017694950103759766,dataset/brain/64x64x64/brain-64_128-64_128-192_256.tif,/home/tew/src/moeinc/outputs/SingleExp_20240328_151329.000/checkpoints/steps_50000/decompressed/brain-64_128-64_128-192_256_decompressed.tif,/home/tew/src/moeinc/config/test.yaml
